OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
L04,GA,30701,36.0,H,F,3.0,12.0,,L3E,L,D,T,2
WIG,MI,48180,21.0,U,F,3.0,,,L1F,L,A,S,3
DON,OTHER,50036,53.0,H,F,2.0,,,L4F,L,D,R,3
ESN,CA,94116,40.0,U,F,0,,,L1F,L,A,R,2
L01,GA,31410,22.0,U,F,3.0,,,L4D,L,B,C,1
DNA,WA,98310,39.0,U,M,1.0,,Y,L1G,L,C,T,2
SYN,OTHER,85283,20.0,U,,0,,,L3F,L,A,S,2
WKB,OTHER,69101,40.0,H,U,3.0,,,L1E,L,D,T,2
DCD,TX,77351,48.0,H,F,2.0,,Y,L4D,L,D,R,2
DEL,OTHER,68701,36.0,U,M,2.0,12.0,,L1F,L,D,T,2
RAY,OTHER,36852,41.0,U,F,0,,,L2F,L,D,T,3
BHG,OTHER,84093,14.0,H,M,1.0,,,L1E,L,B,S,1
HCC,FL,33771,40.0,U,F,0,12.0,,L1F,L,A,R,2
DRK,IL,61047-,35.0,H,F,3.0,,,L2G,L,D,T,1
IMP,IN,47401,42.0,H,F,3.0,,,L2E,L,C,R,1
DEL,GA,30339,20.0,U,F,0,,,L1F,L,A,S,2
ENQ,FL,33523,52.0,U,M,0,,,L2F,L,A,R,3
AML,IL,61032,40.0,H,F,3.0,,,L1F,L,D,T,2
PV3,IN,47203,34.0,U,F,3.0,,,L1F,L,C,T,1
STV,WA,98005,15.0,U,F,3.0,,,L4D,L,A,S,1
BHG,OTHER,97321,27.0,U,F,3.0,,,L2E,L,C,C,2
MBC,CA,94553,11.0,H,F,2.0,,,L3E,L,A,S,1
,IL,60532-,11.0,H,M,3.0,,,L4E,L,A,S,1
RMG,OTHER,89835,43.0,H,M,2.0,,,L2F,L,D,R,2
L04,CA,92101,4.0,U,F,0,,,L4E,L,A,U,2
HCC,MO,65109,26.0,U,F,3.0,,,L2G,L,C,C,2
PLU,CA,95959,34.0,H,F,2.0,,,L2F,L,C,T,1
HOW,OTHER,41653,43.0,H,M,3.0,,,L1G,L,D,R,2
MCC,IN,46530,40.0,H,F,1.0,,,L4D,L,B,T,2
DUR,FL,33029,20.0,H,M,3.0,,,L1F,L,A,S,2
AMB,OTHER,84320,49.0,U,F,3.0,,,L2E,L,C,R,2
RPH,MO,65084,45.0,H,F,3.0,,,L2F,L,D,R,2
USB,MO,63137,16.0,H,M,3.0,,,L3E,L,A,S,2
DNA,TX,79761,24.0,H,M,3.0,12.0,Y,L1E,L,C,C,1
STR,FL,32526,27.0,H,M,3.0,,,L2G,L,B,C,2
HHH,OTHER,84722-,36.0,U,M,0,,,L1G,L,D,T,2
HJR,CA,94086,3.0,H,M,3.0,,,L3E,L,A,U,1
DRK,CA,91104,19.0,H,F,3.0,,,L1G,L,A,S,2
MCC,OTHER,84123,18.0,H,M,2.0,,,L3E,L,B,S,2
L01,OTHER,89102,14.0,U,F,0,,,L4E,L,B,S,1
DCD,WA,98002,17.0,U,F,1.0,,Y,L2F,L,A,S,2
ALZ,IL,62704,25.0,U,F,1.0,,,L1F,L,C,C,2
LHJ,MI,48328,28.0,H,F,3.0,,,L4E,L,A,C,2
RPH,NC,28721,36.0,H,F,2.0,,,L4D,L,D,T,2
AMB,OTHER,71646,47.0,H,M,3.0,,,L4D,L,D,R,2
SYN,FL,32303,25.0,H,F,3.0,,,L1G,L,B,C,2
L04,OTHER,59072,51.0,U,F,2.0,,,L1F,L,D,R,3
ASC,MI,48075,16.0,H,M,3.0,,Y,L3E,L,A,S,2
L02,OTHER,74014,40.0,H,F,3.0,,,L4E,L,B,T,2
NAS,OTHER,83468,49.0,U,M,2.0,,,L1F,L,D,R,2
TVH,TX,77802,22.0,H,M,3.0,,,L1F,L,C,C,1
L04,OTHER,36532,44.0,H,F,3.0,,Y,L1F,L,B,R,2
OLD,OTHER,85306,20.0,U,,0,,,L4D,L,A,S,2
L25,OTHER,36858,50.0,H,M,2.0,,,L1G,L,B,R,3
AML,IN,46766,49.0,U,,0,,,L1F,L,D,R,2
APP,OTHER,55906-,24.0,U,F,0,,,L2E,L,C,C,1
AUS,CA,93422,40.0,H,M,3.0,,,L1F,L,C,T,2
L01,OTHER,67207,15.0,H,U,3.0,,Y,L3D,L,B,S,1
IMP,CA,93552,27.0,U,,0,,,L1F,L,A,C,2
DNA,IL,61604,25.0,H,F,3.0,,,L2G,L,B,C,2
AGS,CA,91209,7.0,U,M,0,,,L1F,L,A,U,2
L16,OTHER,38063,50.0,H,F,2.0,,Y,L2F,L,D,R,3
CWR,OTHER,80227,35.0,H,F,3.0,,,L1G,L,B,T,1
RPH,MI,49043,50.0,U,M,2.0,,Y,L1F,L,C,R,3
L03,OTHER,85208,21.0,U,M,0,,,L1F,L,A,S,3
AMB,OTHER,42102,31.0,H,F,2.0,,,L4F,L,C,C,3
DNA,CA,93067,34.0,H,F,2.0,,,L3G,L,B,T,1
FRC,WA,99119,40.0,U,M,3.0,12.0,,L1F,L,D,R,2
ENQ,IL,60641,7.0,U,F,3.0,,,L2E,L,A,U,2
DRK,OTHER,80527,40.0,H,F,2.0,,,L1G,L,C,T,2
SYN,OTHER,99508,24.0,U,M,0,,,L1F,L,C,C,1
DNL,CA,92057,20.0,U,,0,,,L2F,L,A,S,2
AMB,OTHER,59634,42.0,H,F,2.0,,Y,L1G,L,D,R,1
OD1,CA,91911,10.0,H,M,3.0,,,L3G,L,A,U,4
MCO,IL,61821,31.0,H,F,2.0,,,L1F,L,C,C,3
AMB,NC,27615,22.0,H,M,3.0,,Y,L4D,L,B,C,1
ARG,WA,98310-,26.0,H,F,3.0,,,L2G,L,C,C,2
MCC,TX,75652,36.0,H,F,2.0,,,L3E,L,D,T,2
ARG,NC,28277,14.0,H,F,3.0,,,L2F,L,B,S,1
DRK,OTHER,39466,43.0,U,F,2.0,,,L2E,L,D,R,2
PBL,OTHER,37421,40.0,H,M,2.0,12.0,,L1G,L,B,R,2
STR,OTHER,84123,6.0,H,F,3.0,,,L4E,L,B,U,2
TVH,GA,30183-,39.0,H,M,3.0,,,L3F,L,A,T,2
BHG,OTHER,40206,13.0,H,F,2.0,,,L1F,L,B,S,1
MBC,FL,32952,27.0,H,F,3.0,,,L1G,L,B,C,2
L04,CA,94920,13.0,H,F,2.0,,,L2G,L,A,S,1
COS,WI,54828-,45.0,H,M,3.0,,Y,L3E,L,D,R,2
L04,FL,33612,8.0,U,F,2.0,,,L3E,L,A,U,3
SYN,OTHER,96815,22.0,H,M,3.0,,,L2F,L,B,C,1
AGR,OTHER,37214,16.0,H,M,2.0,,,L1F,L,B,S,2
HHH,GA,30041,49.0,H,M,2.0,,,L1F,L,A,R,2
GLP,TX,79762,27.0,H,F,3.0,,,L3F,L,C,C,2
ARG,TX,75206,4.0,U,M,3.0,,,L1F,L,A,U,2
HAN,OTHER,71360,40.0,H,F,3.0,,,L3F,L,C,T,2
BOA,FL,33196,11.0,H,M,3.0,,,L1G,L,A,S,1
PCL,CA,95959,35.0,H,F,3.0,,,L1E,L,C,T,1
DCD,CA,94803,20.0,H,M,3.0,,,L1F,L,A,S,2
HHH,OTHER,83714,30.0,H,F,3.0,,Y,L4E,L,C,C,3
MCC,GA,31709,36.0,H,F,3.0,,,L1G,L,D,T,2
MBC,OTHER,37820,40.0,H,F,3.0,12.0,,L2E,L,B,R,2
MBC,GA,30127,18.0,H,M,3.0,,,L1F,L,A,S,2
SYC,CA,90043-,10.0,H,F,3.0,,,L1F,L,A,U,4
PV3,MI,48001,40.0,U,F,3.0,,,L3F,L,A,T,2
IMP,OTHER,97321,44.0,U,M,1.0,,,L2E,L,C,R,2
L02,OTHER,72908,40.0,U,F,0,,,L1F,L,C,R,2
BRE,MI,48706,30.0,H,F,2.0,,,L2G,L,B,C,3
SYN,IL,60544,35.0,H,F,3.0,,,L1G,L,A,T,1
AVN,FL,34209,24.0,U,,0,,,L1F,L,B,C,1
ADR,GA,30136,11.0,U,F,1.0,,,L1G,L,U,S,1
ESN,CA,93637,46.0,U,M,2.0,,,L1G,L,C,R,2
MBC,OTHER,97504,44.0,U,F,0,,,L4F,L,C,R,2
BOA,FL,33157,29.0,H,M,3.0,,Y,L1F,L,A,C,2
L04,WA,98610,49.0,U,F,0,,,L4D,L,D,R,2
LIS,OTHER,85713,30.0,H,F,3.0,,,L1F,L,B,C,3
IMP,NC,27330,36.0,H,F,3.0,,,L2F,L,D,T,2
BHG,GA,30115-,3.0,U,F,0,,,L1G,L,A,U,1
AMB,OTHER,83605,36.0,H,F,3.0,,,L2F,L,C,T,2
BHG,CA,94578,5.0,H,F,3.0,,,L1G,L,A,U,2
ELL,WI,54481-,27.0,U,M,1.0,12.0,,L1G,L,C,C,2
CHT,GA,30340,17.0,U,M,3.0,,,L4F,L,A,S,2
L01,OTHER,88310,28.0,H,M,3.0,,,L1F,L,D,C,2
AMB,OTHER,38340,46.0,U,F,3.0,,,L2E,L,D,R,2
EPI,OTHER,70583,27.0,U,F,3.0,,,L1F,L,C,C,2
CNC,OTHER,74066-,49.0,U,M,0,,,L1F,L,B,R,2
AML,NC,28786,36.0,U,M,0,,,L3E,L,D,T,2
ESN,OTHER,89123,40.0,U,F,3.0,,,L4E,L,B,R,2
IMP,FL,33635,16.0,H,M,3.0,,,L3F,L,A,S,2
SYN,OTHER,73099,40.0,U,,0,,,L1G,L,B,T,2
CNT,OTHER,68734,49.0,H,F,3.0,,Y,L1F,L,D,R,2
GDA,IL,61073,40.0,H,M,3.0,,Y,L4E,L,B,T,2
BHG,WA,98372,27.0,H,F,3.0,,,L1E,L,A,C,2
AGS,WI,53110,18.0,H,M,2.0,,,L1F,L,B,S,2
FGM,GA,30329-,40.0,H,M,3.0,12.0,,L1F,L,A,R,2
GET,TX,75234,18.0,H,F,3.0,,,L1G,L,A,S,2
L02,TX,75081,14.0,H,F,2.0,,,L1F,L,A,S,1
SUN,CA,91326,13.0,H,U,3.0,,,L2E,L,A,S,1
PCL,CA,93275,12.0,U,F,0,,,L4F,L,B,S,1
CRG,OTHER,70665,39.0,H,M,2.0,,,L3E,L,C,T,2
STA,IL,62539,45.0,U,F,1.0,,Y,L2F,L,C,R,2
CNT,TX,75115,14.0,U,M,0,,,L1G,L,A,S,1
TRU,CA,95035,17.0,U,M,0,,,L1F,L,A,S,2
DRK,TX,79045,35.0,U,M,3.0,,,L2E,L,D,T,1
L21,CA,90042,8.0,H,M,3.0,,,L1G,L,A,U,3
HAN,OTHER,29307,39.0,U,F,2.0,,,L4D,L,B,T,2
DRH,MO,65804,35.0,U,M,2.0,,,L2F,L,B,T,1
AML,FL,33193,19.0,H,F,3.0,,,L2E,L,A,S,2
AML,CA,92804,7.0,H,F,3.0,,,L2E,L,A,U,2
IMP,OTHER,97707,49.0,U,M,1.0,,,L1F,L,C,R,2
BLI,OTHER,36608,24.0,H,M,3.0,12.0,,L1G,L,B,C,1
L04,GA,30736,39.0,H,F,2.0,,,L1F,L,B,T,2
NHB,NC,27520,39.0,H,M,2.0,,,L1F,L,C,T,2
CFI,OTHER,85635,35.0,H,F,3.0,,,L3G,L,C,T,1
L01,WA,98006,15.0,U,M,0,,Y,L1F,L,A,S,1
NWN,OTHER,37216,16.0,H,F,3.0,,,L2G,L,B,S,2
SSS,GA,30082,27.0,H,M,2.0,,,L1E,L,A,C,2
AMB,CA,92129,24.0,U,M,1.0,12.0,Y,L1E,L,A,C,1
VFW,CA,95670,20.0,H,F,3.0,,,L2F,L,B,S,2
MBC,MI,49002-,23.0,H,M,3.0,,Y,L3F,L,C,C,1
KIP,OTHER,38114,12.0,U,F,2.0,,,L1G,L,B,S,1
IDM,OTHER,80863,42.0,H,F,3.0,,,L3E,L,D,R,1
ARG,OTHER,66440,35.0,H,F,3.0,,,L1F,L,D,T,1
BRY,CA,95404,26.0,U,F,3.0,,,L1G,L,A,C,2
AML,CA,91711,14.0,H,M,3.0,,,L1G,L,A,S,1
HAN,CA,94541,17.0,U,M,2.0,,Y,L4E,L,A,S,2
HJR,CA,91351,27.0,H,F,3.0,,,L2G,L,A,C,2
AML,TX,75230,2.0,H,M,1.0,,,L3E,L,A,U,1
MWD,CA,91706,21.0,U,M,2.0,,,L1F,L,A,S,3
AMB,CA,91910,8.0,H,M,3.0,,Y,L2E,L,A,U,3
GOD,OTHER,41179,51.0,H,F,2.0,,Y,L1F,L,D,R,3
L04,OTHER,80017,12.0,U,F,3.0,,,L4F,L,B,S,1
OD1,IL,61341,51.0,H,F,3.0,,,L3E,L,C,R,3
L04,OTHER,37066,39.0,U,F,2.0,,,L1G,L,B,T,2
SPN,IL,60016,12.0,H,F,3.0,,Y,L3E,L,A,S,1
STA,OTHER,35960,43.0,U,F,2.0,,,L4F,L,D,R,2
MCC,NC,27980,50.0,U,F,3.0,,,L2E,L,D,R,3
L25,NC,28742,49.0,H,M,3.0,,,L1F,L,C,R,2
L11,OTHER,37807,51.0,U,M,3.0,,,L1F,L,B,R,3
NWN,OTHER,89128,18.0,H,F,2.0,,,L2G,L,B,S,2
IMP,IL,62236,40.0,U,M,3.0,12.0,,L3G,L,A,T,2
L01,CA,92345,30.0,H,M,2.0,,,L3E,L,A,C,3
DNA,CA,93950,26.0,H,M,3.0,,,L1F,L,B,C,2
NAS,OTHER,89301,42.0,U,M,3.0,,,L1F,L,D,R,1
AGR,CA,94086-,3.0,U,F,0,,,L2F,L,A,U,1
MBC,OTHER,85602-,45.0,U,F,0,0.0,Y,L4D,L,C,R,2
HHH,OTHER,86004,30.0,H,M,3.0,,,L1G,L,C,C,3
AMB,FL,34996,29.0,U,F,0,,,L1F,L,B,C,2
,CA,91206,13.0,H,F,3.0,,,L1G,L,A,S,1
ACS,FL,33702,31.0,H,M,2.0,,,L4G,L,A,C,3
AQU,GA,31217,32.0,U,M,0,,,L1G,L,U,C,3
AGS,CA,90046,4.0,U,M,0,,,L1F,L,A,U,2
LHJ,GA,30120,41.0,U,M,0,,,L1G,L,C,T,3
HAM,CA,94513,2.0,U,F,0,,,L2G,L,A,U,1
L01,GA,31308-,20.0,U,,0,,,L3E,L,D,S,2
BOA,OTHER,80303,24.0,U,M,0,,,L1F,L,B,C,1
SSS,OTHER,80906-,36.0,U,M,3.0,,,L2G,L,B,T,2
ESN,OTHER,80634,24.0,U,F,2.0,,,L4F,L,C,C,1
TRN,CA,95124,3.0,U,,0,,,L1F,L,A,U,1
ORT,OTHER,97478,41.0,U,M,0,,,L1F,L,B,T,3
TPS,CA,94131,3.0,U,F,1.0,,,L2F,L,A,U,1
FRC,IL,60561,24.0,H,M,3.0,,,L4D,L,A,C,1
NEW,OTHER,85014,24.0,H,F,2.0,,,L2F,L,A,C,1
AMB,CA,94563,13.0,H,M,3.0,,Y,L3D,L,A,S,1
MBC,GA,30534,46.0,H,F,3.0,,,L1F,L,D,R,2
MCC,OTHER,66738,51.0,U,M,3.0,,,L2E,L,D,R,3
L01,OTHER,20901,20.0,H,M,3.0,,,L1F,L,A,S,2
SSS,WA,98155,13.0,H,F,3.0,,,L2F,L,A,S,1
ARG,TX,76016,12.0,U,F,0,,,L1G,L,A,S,1
MBC,OTHER,85305-,21.0,U,F,2.0,,,L2F,L,A,S,3
HCC,CA,94109-,1.0,H,F,3.0,,,L1G,L,A,U,1
NWN,OTHER,97110,42.0,H,F,2.0,,,L2F,L,D,R,1
SYC,CA,92054,26.0,U,F,0,,,L2G,L,A,C,2
CWR,FL,33321,29.0,U,F,2.0,,,L3E,L,A,C,2
HSC,TX,78759,11.0,H,F,3.0,,,L1F,L,B,S,1
SYN,CA,95035,14.0,U,F,0,,,L2G,L,A,S,1
QUI,WI,54741,51.0,H,M,3.0,,,L1G,L,C,R,3
ASC,OTHER,83815,27.0,H,M,3.0,,,L1G,L,C,C,2
PME,IN,46714,35.0,H,M,3.0,,,L1G,L,D,T,1
WIS,OTHER,42001,28.0,H,F,3.0,,,L3D,L,C,C,2
LIS,OTHER,55350,40.0,H,M,3.0,12.0,,L3D,L,D,T,2
VTM,CA,90706,7.0,H,M,2.0,,Y,L1F,L,A,U,2
GRT,IN,47201,41.0,H,F,3.0,,,L1G,L,C,T,3
DEF,CA,92054,27.0,H,F,3.0,,,L1F,L,A,C,2
CWR,OTHER,55904,28.0,H,F,1.0,,,L3E,L,C,C,2
AML,OTHER,89701,27.0,H,F,3.0,,,L1F,L,D,C,2
CWR,OTHER,55433,18.0,H,F,3.0,,,L3F,L,A,S,2
NWD,FL,33328,17.0,H,M,3.0,,,L1G,L,A,S,2
IMP,NC,28374,23.0,U,M,0,,,L2F,L,C,C,1
LHJ,MI,48183,18.0,H,F,2.0,,Y,L2E,L,A,S,2
WKB,WI,54119,53.0,H,F,3.0,,,L1E,L,D,R,3
NWN,FL,34655,28.0,H,M,3.0,12.0,,L3F,L,A,C,2
MBC,MI,48185,33.0,H,M,3.0,12.0,,L3D,L,A,C,3
IMP,MI,48602,30.0,H,F,3.0,,,L1F,L,B,C,3
HAM,CA,95322,44.0,H,M,2.0,,,L1F,L,C,R,2
DCD,GA,30721,39.0,U,F,0,,,L3E,L,C,T,2
SGI,MO,64020,45.0,U,M,3.0,,,L1F,L,B,R,2
DON,MI,49858,30.0,H,F,3.0,,,L3D,L,D,C,3
SPN,OTHER,29073,39.0,H,M,3.0,,,L1F,L,B,T,2
AMB,CA,95817,5.0,H,F,1.0,12.0,,L1F,L,B,U,2
IMP,OTHER,74873,36.0,H,M,2.0,,,L1F,L,B,T,2
PV3,MI,49613,53.0,U,F,0,,,L1F,L,D,R,3
IMP,FL,33016,21.0,H,F,2.0,,,L3D,L,A,S,3
L02,CA,93906,27.0,H,F,2.0,,,L1F,L,B,C,2
CHS,CA,90025,3.0,U,M,2.0,,,L1F,L,A,U,1
BBK,MO,63109,3.0,U,F,1.0,,Y,L2E,L,A,U,1
BHG,TX,78537,41.0,U,M,2.0,,,L2E,L,B,T,3
MCC,IL,62901,34.0,U,F,3.0,,,L1F,L,C,T,1
NAS,OTHER,70454,36.0,H,F,3.0,,Y,L1F,L,C,T,2
ARG,CA,93536,25.0,U,F,0,,,L4D,L,A,C,2
BLI,WI,53406,20.0,H,M,3.0,12.0,,L1F,L,B,S,2
BHG,OTHER,80110,30.0,H,M,3.0,,,L1E,L,B,C,3
HOS,OTHER,29353,50.0,H,F,2.0,,,L1F,L,D,R,3
BHG,OTHER,97754,45.0,U,F,2.0,,,L1E,L,D,R,2
BAN,OTHER,74011,23.0,U,,0,,,L1G,L,B,C,1
FRC,IN,46320,31.0,U,M,0,,,L1G,L,A,C,3
HOS,WA,99163,34.0,U,F,0,,,L1G,L,D,T,1
MBC,NC,28092,49.0,U,M,2.0,,,L4F,L,B,R,2
SSS,MI,48661,53.0,H,F,3.0,,,L4E,L,D,R,3
ARG,OTHER,37772,40.0,H,M,2.0,,Y,L2F,L,D,R,2
MBC,IL,62896,37.0,H,M,3.0,,Y,L1F,L,D,T,2
IMP,GA,30506,44.0,H,M,3.0,,,L2F,L,C,R,2
,WA,99208,40.0,U,U,2.0,,,L2G,L,B,R,2
BHG,TX,76013,27.0,H,M,3.0,,,L1E,L,A,C,2
WKB,OTHER,68723,49.0,U,F,3.0,,,L1E,L,D,R,2
BHG,NC,28147,40.0,H,F,3.0,,,L1F,L,B,R,2
HOS,GA,30040,40.0,H,F,3.0,0.0,,L1G,L,A,R,2
IMP,MI,49620,43.0,U,M,3.0,,,L1F,L,C,R,2
MCO,MI,48879-,30.0,H,M,2.0,,,L1F,L,B,C,3
,NC,28734,48.0,U,M,3.0,,,L2F,L,D,R,2
AML,OTHER,35565,51.0,H,J,3.0,,,L4F,L,D,R,3
RPH,WI,54313,44.0,H,F,3.0,,,L4E,L,C,R,2
CNT,OTHER,74467,45.0,H,F,3.0,,,L1F,L,B,R,2
WKB,TX,77039,21.0,H,F,3.0,,,L2F,L,A,S,3
KNG,WI,54141,49.0,H,M,3.0,,Y,L1F,L,D,R,2
L04,TX,77489,18.0,U,F,2.0,12.0,,L1G,L,A,S,2
ARG,MI,48236,2.0,U,,0,,,L4E,L,A,U,1
AMB,OTHER,99801,24.0,H,F,2.0,,,L4E,L,U,C,1
STR,CA,95338,46.0,H,M,3.0,,,L1G,L,D,R,2
IMP,OTHER,42451,41.0,U,F,2.0,,,L1G,L,B,T,3
CHS,CA,92661-,13.0,U,M,3.0,,,L1F,L,A,S,1
ESN,CA,90274,13.0,H,M,2.0,,,L1F,L,A,S,1
SYN,OTHER,29204,32.0,H,F,3.0,,,L1G,L,B,C,3
AMB,OTHER,70058,12.0,H,M,3.0,,Y,L1F,L,B,S,1
LHJ,IL,60442,44.0,H,F,3.0,,,L2G,L,A,R,2
HJR,CA,94027,13.0,H,F,1.0,,,L3G,L,A,S,1
AMB,GA,30058,18.0,H,F,3.0,,,L2E,L,A,S,2
HHH,OTHER,38654-,44.0,H,F,3.0,,,L1F,L,B,R,2
SCP,MI,48504,51.0,U,U,1.0,,,L2E,L,B,R,3
AGR,CA,92626,2.0,U,F,2.0,,,L1F,L,A,U,1
MBC,NC,27292,39.0,H,M,3.0,,,L1F,L,B,T,2
DRK,MO,63130,22.0,U,F,0,,,L2E,L,A,C,1
WKB,IL,62571,51.0,U,M,2.0,12.0,,L2F,L,D,R,3
FRC,CA,95542,49.0,H,M,3.0,,,L1F,L,C,R,2
L04,MO,63703,40.0,H,F,3.0,,,L1G,L,C,R,2
MBC,NC,27863,47.0,H,M,2.0,,,L1F,L,C,R,2
MBC,IN,47448,46.0,U,M,3.0,,,L4G,L,D,R,2
SGI,OTHER,37822,41.0,H,M,2.0,,,L1F,L,U,T,3
IMP,WI,53590,42.0,H,M,3.0,12.0,,L2F,L,B,R,1
DNA,OTHER,55439,14.0,H,M,3.0,,,L1F,L,A,S,1
FOR,TX,77388,18.0,H,F,3.0,,,L1F,L,A,S,2
NAS,CA,95966,29.0,H,F,3.0,,,L1F,L,C,C,2
DUR,OTHER,96734,48.0,H,U,3.0,,,L2F,L,B,R,2
HOS,IN,46571,43.0,U,F,0,,,L1F,L,D,R,2
OLY,OTHER,80209,2.0,H,M,2.0,,,L3E,L,B,U,1
RMG,FL,34203,30.0,U,F,0,,,L4D,L,B,C,3
COK,GA,31404,27.0,H,M,3.0,,,L4D,L,B,C,2
L04,OTHER,97148,44.0,H,F,3.0,,,L3F,L,B,R,2
ARG,CA,96080,36.0,H,M,2.0,,Y,L4D,L,D,T,2
FRC,FL,33176,14.0,H,F,3.0,,,L2E,L,A,S,1
BHG,CA,92234,27.0,H,F,3.0,12.0,,L2E,L,A,C,2
PLU,FL,33441,26.0,H,F,3.0,,,L1F,L,A,C,2
DCD,CA,91740,18.0,H,M,2.0,,,L1F,L,A,S,2
TVF,WA,98020,20.0,U,F,0,,,L2G,L,A,S,2
GOD,CA,95619,37.0,H,F,3.0,,,L2F,L,B,T,2
L01,OTHER,97232,4.0,U,F,0,,,L1F,L,B,U,2
,OTHER,74011,12.0,H,M,2.0,,,L1F,L,B,S,1
HAN,CA,92835,13.0,U,M,0,,,L4E,L,A,S,1
LHJ,TX,76542,39.0,H,F,3.0,,,L4F,L,C,T,2
SYN,IL,62431,51.0,U,F,0,,,L3G,L,D,R,3
AML,OTHER,72209,18.0,H,M,3.0,,,L1F,L,B,S,2
HOS,OTHER,70121,20.0,H,F,3.0,,Y,L1F,L,B,S,2
ARG,CA,91344,13.0,H,F,3.0,,,L2F,L,A,S,1
ADM,IL,60062,11.0,U,F,0,,,L1F,L,A,S,1
SYN,OTHER,37922,22.0,H,F,3.0,,,L1F,L,B,C,1
ARG,FL,32114,27.0,U,,0,,,L3G,L,B,C,2
ESN,TX,79606,24.0,H,F,3.0,,,L2F,L,C,C,1
L16,IL,60561,24.0,H,M,1.0,,Y,L1F,L,A,C,1
VIK,NC,27612,22.0,H,M,3.0,,,L1F,L,B,C,1
L04,FL,33321,9.0,H,F,3.0,,,L1F,L,A,U,3
ASC,IL,60613,30.0,H,F,3.0,,,L2F,L,A,C,3
L01,FL,34731,37.0,H,M,3.0,,,L4G,L,C,T,2
AMB,GA,31415,27.0,U,F,0,,,L2E,L,B,C,2
MCO,NC,27357,44.0,U,F,0,,,L1G,L,C,R,2
MIC,OTHER,35581,51.0,U,M,0,,,L3E,L,D,R,3
CRG,OTHER,73080,45.0,U,F,0,,,L1F,L,B,R,2
IMP,IL,60137,14.0,H,F,3.0,,,L1F,L,A,S,1
SYN,FL,34606,41.0,H,M,3.0,,,L1F,L,A,T,3
AML,MI,48864,12.0,H,F,3.0,,,L2E,L,B,S,1
CFI,OTHER,89120,18.0,H,M,2.0,,,L4F,L,B,S,2
YKA,OTHER,39739,50.0,U,F,2.0,,,L1F,L,D,R,3
IMP,NC,27609,22.0,U,F,0,,,L1G,L,B,C,1
NPT,FL,32158,37.0,U,F,2.0,,,L2F,L,C,T,2
FRC,MO,63088,17.0,U,F,1.0,,,L4D,L,A,S,2
NPA,FL,32141,48.0,H,M,2.0,,,L4E,L,B,R,2
ARG,CA,95119-,14.0,U,F,0,,,L1F,L,A,S,1
UCA,CA,90024,40.0,H,U,2.0,,,L3E,L,A,R,2
LVT,FL,33771,8.0,U,F,0,,,L1F,L,A,U,3
CSM,OTHER,83401,40.0,H,F,3.0,,,L2F,L,C,T,2
LIS,OTHER,68850,51.0,U,F,3.0,,,L3D,L,D,R,3
STR,MI,49441,27.0,U,F,0,,,L4E,L,C,C,2
AML,CA,95350,8.0,H,M,3.0,,,L3F,L,B,U,3
ESN,CA,92807,37.0,U,F,1.0,,,L2F,L,A,T,2
ACB,OTHER,83854,36.0,H,F,3.0,,,L4F,L,C,T,2
NWN,IN,47546,36.0,H,F,3.0,,,L4D,L,D,T,2
STR,OTHER,55112,13.0,U,F,3.0,,,L2G,L,A,S,1
HOS,NC,28151,40.0,H,F,3.0,,,L4E,L,C,T,2
L03,OTHER,52501,36.0,H,M,2.0,,,L3E,L,D,T,2
USB,GA,31404,30.0,H,F,2.0,,,L4E,L,B,C,3
L21,IL,60445,16.0,H,M,3.0,,,L1F,L,A,S,2
HHH,OTHER,96734,11.0,U,M,0,,,L4G,L,B,S,1
,OTHER,41015,40.0,H,M,3.0,,,L1F,L,B,R,2
HAM,OTHER,57101,31.0,U,F,2.0,,,L3E,L,C,C,3
BHG,NC,28207,23.0,H,M,3.0,12.0,Y,L1E,L,B,C,1
D02,IL,60188,12.0,H,F,3.0,,Y,L4F,L,A,S,1
PBL,CA,92128,24.0,H,F,3.0,,,L1F,L,A,C,1
HJR,CA,91011,13.0,H,M,3.0,,,L2G,L,A,S,1
NAD,IL,60033,40.0,U,M,0,,,L1F,L,A,T,2
BHG,IL,61126,28.0,H,F,3.0,,,L1F,L,B,C,2
SYN,IL,61455,31.0,U,M,0,,,L1F,L,D,C,3
IMA,OTHER,55346,14.0,H,F,3.0,,,L1F,L,A,S,1
STR,OTHER,59405,27.0,U,F,3.0,,,L4E,L,C,C,2
OMH,CA,92804,6.0,H,F,2.0,,,L3E,L,A,U,2
AML,TX,77079,24.0,H,F,3.0,,,L1F,L,A,C,1
DUR,NC,27409,25.0,H,M,3.0,,Y,L1G,L,B,C,2
IMP,NC,27511,12.0,H,M,3.0,,,L3F,L,B,S,1
SYN,WA,98031,20.0,U,F,1.0,,,L4E,L,A,S,2
L01,OTHER,89706,37.0,U,F,3.0,,Y,L2G,L,D,T,2
CRE,CA,91302,14.0,H,M,3.0,,Y,L1F,L,A,S,1
IMP,CA,96151,40.0,U,,0,,,L1F,L,B,T,2
L21,OTHER,37872,46.0,U,M,2.0,,,L1G,L,B,R,2
ARG,CA,90020,4.0,U,M,0,,,L4D,L,A,U,2
BOA,GA,30328,15.0,U,M,3.0,,,L1F,L,A,S,1
